level,text_korean,text_english,source
1,ㅁ,,
1,ㄴ,,
1,ㅇ,,
1,ㄹ,,
1,ㅎ,,
1,ㅂ,,
1,ㅈ,,
1,ㄷ,,
1,ㄱ,,
1,ㅅ,,
1,ㅋ,,
1,ㅌ,,
1,ㅊ,,
1,ㅍ,,
2,ㅃ,,
2,ㅉ,,
2,ㄸ,,
2,ㄲ,,
2,ㅆ,,
